00VD               20250212                                                                                   
0601VDB0N       20250101001455100000005000 0000000000001542   
0601VDB0N       20250101001460100000005000 0000000000001546   
0601VDB0N       20250101001465100000005000 0000000000001551   
0601VDB0N       20250101001470100000005000 0000000000001557   
0601VDB0N       20250101001475100000005000 0000000000001561   
0601VDB0N       20250101001480100000005000 0000000000001565   
0601VDB0N       20250101001485100000005000 0000000000001572   
0601VDB0N       20250101001490100000005000 0000000000001577   
0601VDB0N       20250101001495100000005000 0000000000001581   
0601VDB0N       20250101001500100000005000 0000000000001588   
0601VDB0N       20250101001505100000005000 0000000000001591   
0601VDB0N       20250101001510100000005000 0000000000001596   
0601VDB0N       20250101001515100000005000 0000000000001601   
0601VDB0N       20250101001520100000005000 0000000000001607   
0601VDB0N       20250101001525100000005000 0000000000001611   
0601VDB0N       20250101001530100000005000 0000000000001617   
0601VDB0N       20250101001535100000005000 0000000000001621   
0601VDB0N       20250101001540100000005000 0000000000001627   
0601VDB0N       20250101001545100000005000 0000000000001632   
0601VDB0N       20250101001550100000005000 0000000000001636   
0601VDB0N       20250101001555100000005000 0000000000001640   
0601VDB0N       20250101001560100000005000 0000000000001647   
0601VDB0N       20250101001565100000005000 0000000000001651   
0601VDB0N       20250101001570100000005000 0000000000001655   
0601VDB0N       20250101001575100000005000 0000000000001659   
0601VDB0N       20250101001580100000005000 0000000000001667   
0601VDB0N       20250101001585100000005000 0000000000001671   
0601VDB0N       20250101001590100000005000 0000000000001676   
0601VDB0N       20250101001595100000005000 0000000000001681   
0601VDB0N       20250101001600100000005000 0000000000001687   
0601VDB0N       20250101001605100000005000 0000000000001691   
0601VDB0N       20250101001610100000005000 0000000000001697   
0601VDB0N       20250101001615100000005000 0000000000001703   
0601VDB0N       20250101001620100000005000 0000000000001708   
0601VDB0N       20250101001625100000005000 0000000000001714   
0601VDB0N       20250101001630100000005000 0000000000001719   
0601VDB0N       20250101001635100000005000 0000000000001723   
0601VDB0N       20250101001640100000005000 0000000000001730   
0601VDB0N       20250101001645100000005000 0000000000001734   
0601VDB0N       20250101001650100000005000 0000000000001739   
0601VDB0N       20250101001655100000005000 0000000000001744   
0601VDB0N       20250101001660100000005000 0000000000001749   
0601VDB0N       20250101001665100000005000 0000000000001752   
0601VDB0N       20250101001670100000005000 0000000000001759   
0601VDB0N       20250101001675100000005000 0000000000001763   
0601VDB0N       20250101001680100000005000 0000000000001766   
0601VDB0N       20250101001685100000005000 0000000000001772   
0601VDB0N       20250101001690100000005000 0000000000001776   
0601VDB0N       20250101001695100000005000 0000000000001780   
0601VDB0N       20250101001700100000005000 0000000000001786   
0601VDB0N       20250101001705100000005000 0000000000001789   
0601VDB0N       20250101001710100000005000 0000000000001794   
0601VDB0N       20250101001715100000005000 0000000000001798   
0601VDB0N       20250101001720100000005000 0000000000001802   
0601VDB0N       20250101001725100000005000 0000000000001807   
0601VDB0N       20250101001730100000005000 0000000000001811   
0601VDB0N       20250101001735100000005000 0000000000001816   
0601VDB0N       20250101001740100000005000 0000000000001820   
0601VDB0N       20250101001745100000005000 0000000000001825   
0601VDB0N       20250101001750100000005000 0000000000001830   
0601VDB0N       20250101001755100000005000 0000000000001835   
0601VDB0N       20250101001760100000005000 0000000000001839   
0601VDB0N       20250101001765100000005000 0000000000001845   
0601VDB0N       20250101001770100000005000 0000000000001849   
0601VDB0N       20250101001775100000005000 0000000000001853   
0601VDB0N       20250101001780100000005000 0000000000001858   
0601VDB0N       20250101001785100000005000 0000000000001863   
0601VDB0N       20250101001790100000005000 0000000000001866   
0601VDB0N       20250101001795100000005000 0000000000001873   
0601VDB0N       20250101001800100000005000 0000000000001876   
0601VDB0N       20250101001805100000005000 0000000000001881   
0601VDB0N       20250101001810100000005000 0000000000001886   
0601VDB0N       20250101001815100000005000 0000000000001890   
0601VDB0N       20250101001820100000005000 0000000000001894   
0601VDB0N       20250101001825100000005000 0000000000001899   
0601VDB0N       20250101001830100000005000 0000000000001903   
0601VDB0N       20250101001835100000005000 0000000000001907   
0601VDB0N       20250101001840100000005000 0000000000001912   
0601VDB0N       20250101001845100000005000 0000000000001916   
0601VDB0N       20250101001850100000005000 0000000000001920   
0601VDB0N       20250101001855100000005000 0000000000001925   
0601VDB0N       20250101001860100000005000 0000000000001929   
0601VDB0N       20250101001865100000005000 0000000000001933   
0601VDB0N       20250101001870100000005000 0000000000001937   
0601VDB0N       20250101001875100000005000 0000000000001942   
0601VDB0N       20250101001880100000005000 0000000000001946   
0601VDB0N       20250101001885100000005000 0000000000001949   
0601VDB0N       20250101001890100000005000 0000000000001954   
0601VDB0N       20250101001895100000005000 0000000000001958   
0601VDB0N       20250101001900100000005000 0000000000001961   
0601VDB0N       20250101001905100000005000 0000000000001966   
0601VDB0N       20250101001910100000005000 0000000000001969   
0601VDB0N       20250101001915100000005000 0000000000001973   
0601VDB0N       20250101001920100000005000 0000000000001979   
0601VDB0N       20250101001925100000005000 0000000000001982   
0601VDB0N       20250101001930100000005000 0000000000001986   
0601VDB0N       20250101001935100000005000 0000000000001990   
0601VDB0N       20250101001940100000005000 0000000000001993   
0601VDB0N       20250101001945100000005000 0000000000001997   
0601VDB0N       20250101001950100000005000 0000000000002002   
0601VDB0N       20250101001955100000005000 0000000000002005   
0601VDB0N       20250101001960100000005000 0000000000002008   
0601VDB0N       20250101001965100000005000 0000000000002013   
0601VDB0N       20250101001970100000005000 0000000000002017   
0601VDB0N       20250101001975100000005000 0000000000002020   
0601VDB0N       20250101001980100000005000 0000000000002025   
0601VDB0N       20250101001985100000005000 0000000000002028   
0601VDB0N       20250101001990100000005000 0000000000002031   
0601VDB0N       20250101001995100000005000 0000000000002036   
0601VDB0N       20250101002000100000050000 0000000000002053   
0601VDB0N       20250101002050100000050000 0000000000002090   
0601VDB0N       20250101002100100000050000 0000000000002127   
0601VDB0N       20250101002150100000050000 0000000000002160   
0601VDB0N       20250101002200100000050000 0000000000002193   
0601VDB0N       20250101002250100000050000 0000000000002223   
0601VDB0N       20250101002300100000050000 0000000000002252   
0601VDB0N       20250101002350100000050000 0000000000002282   
0601VDB0N       20250101002400100000050000 0000000000002309   
0601VDB0N       20250101002450100000050000 0000000000002335   
0601VDB0N       20250101002500100000050000 0000000000002361   
0601VDB0N       20250101002550100000050000 0000000000002389   
0601VDB0N       20250101002600100000050000 0000000000002413   
0601VDB0N       20250101002650100000050000 0000000000002437   
0601VDB0N       20250101002700100000050000 0000000000002460   
0601VDB0N       20250101002750100000050000 0000000000002482   
0601VDB0N       20250101002800100000050000 0000000000002505   
0601VDB0N       20250101002850100000050000 0000000000002525   
0601VDB0N       20250101002900100000050000 0000000000002545   
0601VDB0N       20250101002950100000050000 0000000000002565   
0601VDB0N       20250101003000100000050000 0000000000002586   
0601VDB0N       20250101003050100000050000 0000000000002606   
0601VDB0N       20250101003100100000050000 0000000000002624   
0601VDB0N       20250101003150100000050000 0000000000002643   
0601VDB0N       20250101003200100000050000 0000000000002661   
0601VDB0N       20250101003250100000050000 0000000000002678   
0601VDB0N       20250101003300100000050000 0000000000002696   
0601VDB0N       20250101003350100000050000 0000000000002712   
0601VDB0N       20250101003400100000050000 0000000000002727   
0601VDB0N       20250101003450100000050000 0000000000002743   
0601VDB0N       20250101003500100000050000 0000000000002760   
0601VDB0N       20250101003550100000050000 0000000000002775   
0601VDB0N       20250101003600100000050000 0000000000002791   
0601VDB0N       20250101003650100000050000 0000000000002806   
0601VDB0N       20250101003700100000050000 0000000000002821   
0601VDB0N       20250101003750100000050000 0000000000002835   
0601VDB0N       20250101003800100000050000 0000000000002848   
0601VDB0N       20250101003850100000050000 0000000000002862   
0601VDB0N       20250101003900100000050000 0000000000002876   
0601VDB0N       20250101003950100000050000 0000000000002889   
0601VDB0N       20250101004000100000050000 0000000000002902   
0601VDB0N       20250101004050100000050000 0000000000002915   
0601VDB0N       20250101004100100000050000 0000000000002928   
0601VDB0N       20250101004150100000050000 0000000000002942   
0601VDB0N       20250101004200100000050000 0000000000002954   
0601VDB0N       20250101004250100000050000 0000000000002966   
0601VDB0N       20250101004300100000050000 0000000000002978   
0601VDB0N       20250101004350100000050000 0000000000002989   
0601VDB0N       20250101004400100000050000 0000000000003001   
0601VDB0N       20250101004450100000050000 0000000000003012   
0601VDB0N       20250101004500100000050000 0000000000003023   
0601VDB0N       20250101004550100000050000 0000000000003034   
0601VDB0N       20250101004600100000050000 0000000000003046   
0601VDB0N       20250101004650100000050000 0000000000003058   
0601VDB0N       20250101004700100000050000 0000000000003068   
0601VDB0N       20250101004750100000050000 0000000000003079   
0601VDB0N       20250101004800100000050000 0000000000003089   
0601VDB0N       20250101004850100000050000 0000000000003100   
0601VDB0N       20250101004900100000050000 0000000000003109   
0601VDB0N       20250101004950100000050000 0000000000003119   
0601VDB0N       20250101005000100000050000 0000000000003129   
0601VDB0N       20250101005050100000050000 0000000000003139   
0601VDB0N       20250101005100100000050000 0000000000003148   
0601VDB0N       20250101005150100000050000 0000000000003158   
0601VDB0N       20250101005200100000050000 0000000000003167   
0601VDB0N       20250101005250100000050000 0000000000003177   
0601VDB0N       20250101005300100000050000 0000000000003187   
0601VDB0N       20250101005350100000050000 0000000000003197   
0601VDB0N       20250101005400100000050000 0000000000003205   
